route_id,service_id,trip_id,trip_headsign,trip_short_name
IC,2024-04-17,2024-04-17_68101,Kołobrzeg,68101 Bosman
IC,2024-04-17,2024-04-17_68103-2,Słupsk,68102 Szkuner
IC,2024-04-17,2024-04-17_68105,Szczecin Główny,68104 Swarożyc
EIC,2024-04-17,2024-04-17_71000-1,Warszawa Gdańska,249 Berlin-Warszawa-Express
EIC,2024-04-17,2024-04-17_71002-3,Warszawa Wschodnia,247 Berlin-Warszawa-Express
EIC,2024-04-17,2024-04-17_71004-5,Warszawa Wschodnia,49 Berlin-Warszawa-Express
EIC,2024-04-17,2024-04-17_71006-7,Warszawa Wschodnia,47 Berlin-Warszawa-Express
EIC,2024-04-17,2024-04-17_71008-9,Warszawa Wschodnia,45 Berlin-Warszawa-Express
EIC,2024-04-17,2024-04-17_71010-1,Warszawa Wschodnia,41 Berlin-Warszawa-Express
IC,2024-04-17,2024-04-17_71101-0,Warszawa Wschodnia,71100 Strzelecki
IC,2024-04-17,2024-04-17_71103-2,Warszawa Wschodnia,71102 Zielonogórzanin
IC,2024-04-17,2024-04-17_71104-5,Warszawa Wschodnia,71104 Warta
IC,2024-04-17,2024-04-17_7201-0,Lublin Główny,7200 Hetman
IC,2024-04-17,2024-04-17_72101-0,Lublin Główny,72100 Lubuszanin
IC,2024-04-17,2024-04-17_72102-3,Lublin Główny,72102 Koziołek
IC,2024-04-17,2024-04-17_7300-1,Przemyśl Główny,7300 Ślązak
IC,2024-04-17,2024-04-17_73000-1,Przemyśl Główny,57 Wawel
IC,2024-04-17,2024-04-17_73002-3,Kraków Główny,55 Odra
IC,2024-04-17,2024-04-17_73100-1,Kraków Główny,73100 Pułaski
IC,2024-04-17,2024-04-17_73102-3,Kraków Główny,73102 Wybicki
IC,2024-04-17,2024-04-17_73104-5,Przemyśl Główny,73104 Mehoffer
IC,2024-04-17,2024-04-17_7320-1,Kraków Główny,7320 Cegielski
IC,2024-04-17,2024-04-17_7322-3,Kraków Główny,7322 Barbakan
IC,2024-04-17,2024-04-17_74100,Katowice,74100 Spodek
IC,2024-04-17,2024-04-17_7500-1,Gdynia Główna,7500 Bałtyk
IC,2024-04-17,2024-04-17_75000-1,Gdynia Główna,59 Gedania
IC,2024-04-17,2024-04-17_75101-0,Olsztyn Główny,75100 Ukiel
IC,2024-04-17,2024-04-17_75102-3,Olsztyn Główny,75102 Drwęca
IC,2024-04-17,2024-04-17_75105-4,Gdynia Główna,75104 Bachus
IC,2024-04-17,2024-04-17_75106-7,Gdynia Główna,75106 Lednica
IC,2024-04-17,2024-04-17_75109-8,Gdynia Główna,75108 Stoczniowiec
IC,2024-04-17,2024-04-17_78101,Gorzów Wielkopolski,78101 Strzelecki
IC,2024-04-17,2024-04-17_78103,Gorzów Wielkopolski,78103 Lubuszanin
IC,2024-04-17,2024-04-17_78173-2,Ustka,78172 Przemyślanin
IC,2024-04-17,2024-04-17_80100,Piła Główna,80100 Zamoyski
EIC,2024-04-17,2024-04-17_8100-1,Warszawa Wschodnia,8100 Chrobry
IC,2024-04-17,2024-04-17_81101-0,Warszawa Wschodnia,81100 Gałczyński
IC,2024-04-17,2024-04-17_81102-3,Suwałki,81102 Podlasiak
IC,2024-04-17,2024-04-17_81105-4,Białystok,81104 Rybak
IC,2024-04-17,2024-04-17_81106-7,Warszawa Wschodnia,81106 Mewa
TLK,2024-04-17,2024-04-17_81109-8,Łódź Kaliska,81108 Włókniarz
IC,2024-04-17,2024-04-17_81110-1,Warszawa Wschodnia,81110 Noteć
IC,2024-04-17,2024-04-17_81114-5,Łódź Fabryczna,81114 Pobrzeże
IC,2024-04-17,2024-04-17_81170-1,Warszawa Wschodnia,81170 Uznam
IC,2024-04-17,2024-04-17_82101-0,Lublin Główny,82100 Staszic
IC,2024-04-17,2024-04-17_82102-3,Lublin Główny,82102 Wyczółkowski
IC,2024-04-17,2024-04-17_82104-5,Hrubieszów Miasto,82104 Górski
EIP,2024-04-17,2024-04-17_8300-1,Kraków Główny,8300
IC,2024-04-17,2024-04-17_8304-5,Przemyśl Główny,8304 Matejko
IC,2024-04-17,2024-04-17_8306-7,Kraków Główny,8306 Malczewski
IC,2024-04-17,2024-04-17_83100-1,Rzeszów Główny,83100 Zamoyski
IC,2024-04-17,2024-04-17_83102-3,Kraków Główny,83102 Chełmoński
IC,2024-04-17,2024-04-17_83106-7,Kraków Główny,83106 Miechowita
TLK,2024-04-17,2024-04-17_83170-1,Kraków Główny,83170 Ustronie
IC,2024-04-17,2024-04-17_83172-3,Przemyśl Główny,83172 Przemyślanin
IC,2024-04-17,2024-04-17_8321-0,Kraków Główny,8320 Osterwa
IC,2024-04-17,2024-04-17_84101-0,Katowice,84100 Gwarek
IC,2024-04-17,2024-04-17_84103-2,Bielsko-Biała Główna,84102 Szyndzielnia
IC,2024-04-17,2024-04-17_85101-0,Gdańsk Główny,85100 Albatros
IC,2024-04-17,2024-04-17_85103-2,Olsztyn Główny,85102 Żuławy
IC,2024-04-17,2024-04-17_85105-4,Olsztyn Główny,85104 Bryza
IC,2024-04-17,2024-04-17_85107-6,Olsztyn Główny,85106 Gryf
IC,2024-04-17,2024-04-17_85109-8,Olsztyn Główny,85108 Stańczyk
TLK,2024-04-17,2024-04-17_85110-1,Gdynia Główna,85110 Bory Tucholskie
IC,2024-04-17,2024-04-17_86100,Wrocław Główny,86100 Bosman
IC,2024-04-17,2024-04-17_86103-2,Wrocław Główny,86102 Szkuner
IC,2024-04-17,2024-04-17_86104,Wrocław Główny,86104 Swarożyc
IC,2024-04-17,2024-04-17_87100,Zbąszynek,87100 Strzelecki
IC,2024-04-17,2024-04-17_87102,Zbąszynek,87102 Lubuszanin
IC,2024-04-17,2024-04-17_87173-2,Poznań Główny,87172 Przemyślanin
IC,2024-04-17,2024-04-17_88101,Gorzów Wielkopolski,88101 Zamoyski
IC,2024-04-17,2024-04-17_9103-2,Warszawa Wschodnia,9102 Łęcka
IC,2024-04-17,2024-04-17_9105-4,Warszawa Wschodnia,9104 Rubinstein
IC,2024-04-17,2024-04-17_9107-6,Warszawa Wschodnia,9106 Leśmian
IC,2024-04-17,2024-04-17_9109-8,Warszawa Główna,9108 Jagna
IC,2024-04-17,2024-04-17_91101-0,Warszawa Wschodnia,91100 Łodzianin
IC,2024-04-17,2024-04-17_9111-0,Warszawa Główna,9110 Tuwim
IC,2024-04-17,2024-04-17_91131-0,Warszawa Wschodnia,91130 Zosia
IC,2024-04-17,2024-04-17_91133-2,Warszawa Gdańska,91132 Korczak
IC,2024-04-18,2024-04-18_1001-0,Białystok,1000 Narew
IC,2024-04-18,2024-04-18_1002-3,Białystok,1002 Zamenhof
IC,2024-04-18,2024-04-18_10100-1,Białystok,10100 Żubr
IC,2024-04-18,2024-04-18_10110-1,Warszawa Zachodnia,10110 Żubr
IC,2024-04-18,2024-04-18_1100-1,Łódź Fabryczna,1100 Narew
IC,2024-04-18,2024-04-18_1104-5,Łódź Fabryczna,1104 Skaryna
IC,2024-04-18,2024-04-18_11100-1,Terespol,11100 Podlasie
IC,2024-04-18,2024-04-18_11102-3,Terespol,11102 Mickiewicz
IC,2024-04-18,2024-04-18_11104-5,Terespol,11104 Starzyński
IC,2024-04-18,2024-04-18_11106-7,Terespol,11106 Niemcewicz
IC,2024-04-18,2024-04-18_11110-1,Warszawa Wschodnia,11110 Podlasie
IC,2024-04-18,2024-04-18_11112-3,Warszawa Wschodnia,11112 Mickiewicz
IC,2024-04-18,2024-04-18_11114-5,Warszawa Wschodnia,11114 Starzyński
IC,2024-04-18,2024-04-18_11116-7,Warszawa Wschodnia,11116 Niemcewicz
IC,2024-04-18,2024-04-18_1115-4,Terespol,1114 Skaryna
IC,2024-04-18,2024-04-18_1201-0,Lublin Główny,1200 Czartoryski
TLK,2024-04-18,2024-04-18_12010-1,Jagodin,12010 Kyiv-Express
IC,2024-04-18,2024-04-18_12100-1,Chełm,12100 Chełmianin
IC,2024-04-18,2024-04-18_12102-3,Lublin Główny,12102 Bystrzyca
IC,2024-04-18,2024-04-18_12104-5,Lublin Główny,12104 Czechowicz
IC,2024-04-18,2024-04-18_12106-7,Lublin Główny,12106 Inka
IC,2024-04-18,2024-04-18_1220-1,Kielce Główne,1220 Nida
IC,2024-04-18,2024-04-18_13000-1,Kraków Główny,143 Hańcza
EIP,2024-04-18,2024-04-18_1302-3,Kraków Główny,1302
EIP,2024-04-18,2024-04-18_1304-5,Kraków Główny,1304
EIP,2024-04-18,2024-04-18_1306-7,Kraków Główny,1306
EIP,2024-04-18,2024-04-18_1310-1,Kraków Główny,1310
IC,2024-04-18,2024-04-18_13100-1,Przemyśl Główny,13100 Malinowski
IC,2024-04-18,2024-04-18_13102-3,Kraków Główny,13102 Marszałek Piłsudski
IC,2024-04-18,2024-04-18_13104-5_0,Przemyśl Główny,13104 Witos
IC,2024-04-18,2024-04-18_13104-5_1,Przemyśl Główny,13104 Witos
IC,2024-04-18,2024-04-18_13106-7_0,Przemyśl Główny,13106 San
IC,2024-04-18,2024-04-18_13106-7_1,Przemyśl Główny,13106 San
IC,2024-04-18,2024-04-18_13109-8,Kraków Główny,13108 Reymont
EIP,2024-04-18,2024-04-18_1312-3,Kraków Główny,1312
IC,2024-04-18,2024-04-18_1320-1,Zakopane,1320 Karłowicz
IC,2024-04-18,2024-04-18_1322-3,Kraków Główny,1322 Kinga
EIC,2024-04-18,2024-04-18_1350-1,Zakopane,1350 Tatry
EIP,2024-04-18,2024-04-18_1400-1,Bielsko-Biała Główna,1400
IC,2024-04-18,2024-04-18_14000-1,Bohumin,116 Silesia
IC,2024-04-18,2024-04-18_14002-3,Bohumin,105 Polonia
IC,2024-04-18,2024-04-18_14004-5,Bohumin,131 Batory
IC,2024-04-18,2024-04-18_14006-7,Bohumin,112 Silesia
IC,2024-04-18,2024-04-18_14008-9,Bohumin Vrbice,110 Silesia
IC,2024-04-18,2024-04-18_14010-1,Petrovice U Karvine,407 Chopin
EIC,2024-04-18,2024-04-18_1410-1,Bielsko-Biała Główna,1410 Ondraszek
IC,2024-04-18,2024-04-18_1420-1,Bielsko-Biała Główna,1420 Daszyński
IC,2024-04-18,2024-04-18_1422-3,Bielsko-Biała Główna,1422 Pilecki
IC,2024-04-18,2024-04-18_1424-5,Katowice,1424 Chemik
EIP,2024-04-18,2024-04-18_1500-1,Gdynia Główna,1500
EIP,2024-04-18,2024-04-18_1502-3,Gdynia Główna,1502
IC,2024-04-18,2024-04-18_1510-1,Gdynia Główna,1510 Słowiniec
TLK,2024-04-18,2024-04-18_15102-3,Gdynia Główna,15102 Biebrza
IC,2024-04-18,2024-04-18_1512-3,Gdynia Główna,1512 Wybrzeże
IC,2024-04-18,2024-04-18_1520-1,Olsztyn Główny,1520 Warmia
IC,2024-04-18,2024-04-18_1523-2,Olsztyn Główny,1522 Mazury
IC,2024-04-18,2024-04-18_1524-5,Bydgoszcz Główna,1524 Kopernik
IC,2024-04-18,2024-04-18_1527,Bydgoszcz Główna,1526 Moniuszko
IC,2024-04-18,2024-04-18_1531-0,Bydgoszcz Główna,1530 Brda
IC,2024-04-18,2024-04-18_1533-2,Gdynia Główna,1532 Kociewie
EIC,2024-04-18,2024-04-18_1600-1,Wrocław Główny,1600 Panorama
EIP,2024-04-18,2024-04-18_1602-3,Jelenia Góra,1602
TLK,2024-04-18,2024-04-18_16100-1,Jelenia Góra,16100 Orzeszkowa
IC,2024-04-18,2024-04-18_16102-3,Wrocław Główny,16102 Konopnicka
IC,2024-04-18,2024-04-18_16104-5,Wrocław Główny,16104 Nałkowska
IC,2024-04-18,2024-04-18_16106-7,Wrocław Główny,16106 Dąbrowska
IC,2024-04-18,2024-04-18_16108-9,Wrocław Główny,16108 Oleńka
TLK,2024-04-18,2024-04-18_16170-1,Jelenia Góra,16170 Karkonosze
IC,2024-04-18,2024-04-18_1620-1,Wrocław Główny,1620 Asnyk
IC,2024-04-18,2024-04-18_1622-3,Wrocław Główny,1622 Baczyński
IC,2024-04-18,2024-04-18_1624-5,Wrocław Główny,1624 Fredro
IC,2024-04-18,2024-04-18_1626-7,Zgorzelec,1626 Łużyce
EIC,2024-04-18,2024-04-18_17000-1,Frankfurt (Oder),248 Berlin-Warszawa-Express
EIC,2024-04-18,2024-04-18_17002-3,Frankfurt (Oder),246 Berlin-Warszawa-Express
EIC,2024-04-18,2024-04-18_17004-5,Frankfurt (Oder),48 Berlin-Warszawa-Express
EIC,2024-04-18,2024-04-18_17006-7,Frankfurt (Oder),46 Berlin-Warszawa-Express
EIC,2024-04-18,2024-04-18_17008-9,Frankfurt (Oder),44 Berlin-Warszawa-Express
EIC,2024-04-18,2024-04-18_17010-1,Frankfurt (Oder),40 Berlin-Warszawa-Express
IC,2024-04-18,2024-04-18_17100-1,Zielona Góra Główna,17100 Strzelecki
IC,2024-04-18,2024-04-18_17102-3,Zielona Góra Główna,17102 Zielonogórzanin
IC,2024-04-18,2024-04-18_17104-5,Poznań Główny,17104 Warta
EIC,2024-04-18,2024-04-18_1800-1,Szczecin Główny,1800 Chrobry
IC,2024-04-18,2024-04-18_18100-1,Szczecin Główny,18100 Gałczyński
IC,2024-04-18,2024-04-18_18102-3,Świnoujście,18102 Podlasiak
IC,2024-04-18,2024-04-18_18105-4,Szczecin Główny,18104 Rybak
IC,2024-04-18,2024-04-18_18106-7,Świnoujście,18106 Mewa
TLK,2024-04-18,2024-04-18_18109-8,Szczecin Główny,18108 Włókniarz
IC,2024-04-18,2024-04-18_18110-1,Piła Główna,18110 Noteć
IC,2024-04-18,2024-04-18_18115-4,Kołobrzeg,18114 Pobrzeże
IC,2024-04-18,2024-04-18_18170-1,Świnoujście,18170 Uznam
IC,2024-04-18,2024-04-18_1900-1,Łódź Fabryczna,1900 Boryna
IC,2024-04-18,2024-04-18_1903-2,Łódź Fabryczna,1902 Łęcka
IC,2024-04-18,2024-04-18_1904-5,Łódź Fabryczna,1904 Rubinstein
IC,2024-04-18,2024-04-18_1906-7,Łódź Fabryczna,1906 Leśmian
IC,2024-04-18,2024-04-18_1909-8,Łódź Fabryczna,1908 Jagna
IC,2024-04-18,2024-04-18_1910-1,Łódź Fabryczna,1910 Tuwim
IC,2024-04-18,2024-04-18_19100-1,Łódź Fabryczna,19100 Łodzianin
IC,2024-04-18,2024-04-18_19130-1,Łódź Fabryczna,19130 Zosia
IC,2024-04-18,2024-04-18_19132-3,Łódź Fabryczna,19132 Korczak
IC,2024-04-18,2024-04-18_20100-1,Stalowa Wola Rozwadów,20100 Hetman
IC,2024-04-18,2024-04-18_2100-1,Łódź Fabryczna,2100 Czartoryski
TLK,2024-04-18,2024-04-18_21010-1,Warszawa Wschodnia,21010 Kyiv-Express
IC,2024-04-18,2024-04-18_21100-1,Warszawa Zachodnia,21100 Chełmianin
IC,2024-04-18,2024-04-18_21102-3,Warszawa Zachodnia,21102 Bystrzyca
IC,2024-04-18,2024-04-18_21105-4,Warszawa Wschodnia,21104 Czechowicz
IC,2024-04-18,2024-04-18_21107-6,Warszawa Wschodnia,21106 Inka
IC,2024-04-18,2024-04-18_2120-1,Warszawa Wschodnia,2120 Nida
IC,2024-04-18,2024-04-18_22002,Jagodin,24
IC,2024-04-18,2024-04-18_22005,Chełm,23
IC,2024-04-18,2024-04-18_22007,Chełm,19
IC,2024-04-18,2024-04-18_22008,Jagodin,120
IC,2024-04-18,2024-04-18_22011,Chełm,119
IC,2024-04-18,2024-04-18_22012,Jagodin,20
IC,2024-04-18,2024-04-18_22101-0,Hrubieszów Miasto,22100 Hetman
IC,2024-04-18,2024-04-18_23100-1,Kraków Główny,23100 Jagiełło
TLK,2024-04-18,2024-04-18_24001-0,Bohumin,310 Roztocze
IC,2024-04-18,2024-04-18_24100-1,Katowice,24100 Sztygar
IC,2024-04-18,2024-04-18_24103,Gliwice,24103 Morcinek
IC,2024-04-18,2024-04-18_25100-1,Bydgoszcz Główna,25100 Kujawiak
IC,2024-04-18,2024-04-18_2520-1,Bydgoszcz Główna,2520 Rejewski
IC,2024-04-18,2024-04-18_26100-1,Wrocław Główny,26100 Bolko
IC,2024-04-18,2024-04-18_26102-3,Wrocław Główny,26102 Morcinek
IC,2024-04-18,2024-04-18_2701-0,Zielona Góra Główna,2700 Hetman
IC,2024-04-18,2024-04-18_27100-1,Zielona Góra Główna,27100 Lubuszanin
IC,2024-04-18,2024-04-18_27102-3,Poznań Główny,27102 Koziołek
IC,2024-04-18,2024-04-18_28100-1,Szczecin Główny,28100 Staszic
IC,2024-04-18,2024-04-18_28102-3,Szczecin Główny,28102 Wyczółkowski
IC,2024-04-18,2024-04-18_28104-5,Świnoujście,28104 Górski
TLK,2024-04-18,2024-04-18_30104-5,Krynica,30104 Małopolska
TLK,2024-04-18,2024-04-18_30110-1,Zagórz,30110 Wetlina
TLK,2024-04-18,2024-04-18_30112-3,Zagórz,30112 Bieszczady
TLK,2024-04-18,2024-04-18_30170-1,Krynica,30170 Karpaty
EIP,2024-04-18,2024-04-18_3100-1,Warszawa Wschodnia,3100
IC,2024-04-18,2024-04-18_31000-1,Maćkowo,144 Hańcza
EIP,2024-04-18,2024-04-18_3102-3,Warszawa Wschodnia,3102
EIP,2024-04-18,2024-04-18_3106-7,Warszawa Wschodnia,3106
EIP,2024-04-18,2024-04-18_3108-9,Warszawa Wschodnia,3108
IC,2024-04-18,2024-04-18_31100-1,Warszawa Gdańska,31100 Malinowski
IC,2024-04-18,2024-04-18_31102-3,Warszawa Gdańska,31102 Marszałek Piłsudski
IC,2024-04-18,2024-04-18_31104-5_0,Warszawa Gdańska,31104 Witos
IC,2024-04-18,2024-04-18_31104-5_1,Warszawa Gdańska,31104 Witos
IC,2024-04-18,2024-04-18_31106-7_0,Warszawa Gdańska,31106 San
IC,2024-04-18,2024-04-18_31106-7_1,Warszawa Gdańska,31106 San
IC,2024-04-18,2024-04-18_31108-9,Łódź Fabryczna,31108 Reymont
EIP,2024-04-18,2024-04-18_3112-3,Warszawa Wschodnia,3112
IC,2024-04-18,2024-04-18_3120-1,Warszawa Wschodnia,3120 Karłowicz
IC,2024-04-18,2024-04-18_3122-3,Warszawa Wschodnia,3122 Kinga
IC,2024-04-18,2024-04-18_3128-9,Warszawa Wschodnia,3128 Łokietek
EIC,2024-04-18,2024-04-18_3150-1,Warszawa Wschodnia,3150 Tatry
IC,2024-04-18,2024-04-18_32100-1,Lublin Główny,32100 Jagiełło
TLK,2024-04-18,2024-04-18_33001,Mostiska 2,32
TLK,2024-04-18,2024-04-18_33002,Przemyśl Główny,31
IC,2024-04-18,2024-04-18_33004,Przemyśl Główny,705
TLK,2024-04-18,2024-04-18_33007,Mostiska 2,90
TLK,2024-04-18,2024-04-18_33008,Przemyśl Główny,89
IC,2024-04-18,2024-04-18_33013,Mostiska 2,716
IC,2024-04-18,2024-04-18_33014,Przemyśl Główny,715
IC,2024-04-18,2024-04-18_33017,Mostiska 2,706
TLK,2024-04-18,2024-04-18_33018,Przemyśl Główny,35
TLK,2024-04-18,2024-04-18_33025,Mostiska 2,36
TLK,2024-04-18,2024-04-18_33104-5,Kraków Główny,33104 Małopolska
TLK,2024-04-18,2024-04-18_33110-1,Kraków Główny,33110 Wetlina
TLK,2024-04-18,2024-04-18_33112-3,Kraków Główny,33112 Bieszczady
TLK,2024-04-18,2024-04-18_33170-1,Kraków Główny,33170 Karpaty
IC,2024-04-18,2024-04-18_34000-1,Petrovice U Karvine,114 Cracovia
IC,2024-04-18,2024-04-18_34002-3,Bohumin,107 Porta Moravica
TLK,2024-04-18,2024-04-18_34004-5,Petrovice U Karvine,212 Galicja
IC,2024-04-18,2024-04-18_34006-7,Petrovice U Karvine,103 Danubius
EIP,2024-04-18,2024-04-18_3500-1,Gdynia Główna,3500
EIP,2024-04-18,2024-04-18_3502-3,Gdynia Główna,3502
EIP,2024-04-18,2024-04-18_3504-5,Gdynia Główna,3504
EIP,2024-04-18,2024-04-18_3506-7,Gdynia Główna,3506
EIP,2024-04-18,2024-04-18_3508-9,Gdynia Główna,3508
EIP,2024-04-18,2024-04-18_3510-1,Gdynia Główna,3510
TLK,2024-04-18,2024-04-18_35102-3,Gdynia Główna,35102 Lubomirski
TLK,2024-04-18,2024-04-18_35104-5,Gdynia Główna,35104 Małopolska
IC,2024-04-18,2024-04-18_3512-3,Gdynia Główna,3512 Piast
IC,2024-04-18,2024-04-18_3514-5,Gdynia Główna,3514 Artus
TLK,2024-04-18,2024-04-18_35170-1,Gdynia Główna,35170 Karpaty
TLK,2024-04-18,2024-04-18_35172-3,Gdynia Główna,35172 Rozewie
IC,2024-04-18,2024-04-18_3520-1,Olsztyn Główny,3520 Żeromski
IC,2024-04-18,2024-04-18_3522-3,Olsztyn Główny,3522 Sienkiewicz
IC,2024-04-18,2024-04-18_3524-5,Olsztyn Główny,3524 Kolberg
IC,2024-04-18,2024-04-18_3526-7,Olsztyn Główny,3526 Orłowicz
IC,2024-04-18,2024-04-18_3532-3,Bydgoszcz Główna,3532 Kochanowski
IC,2024-04-18,2024-04-18_3534-5,Bydgoszcz Główna,3534 Kazimierz
IC,2024-04-18,2024-04-18_3560-1,Gdynia Główna,3560 Witkacy
IC,2024-04-18,2024-04-18_3600-1,Wrocław Główny,3600 Wyspiański
IC,2024-04-18,2024-04-18_3602-3,Wrocław Główny,3602 Siemiradzki
IC,2024-04-18,2024-04-18_3604-5,Wrocław Główny,3604 Grottger
IC,2024-04-18,2024-04-18_36100-1,Wrocław Główny,36100 Boznańska
TLK,2024-04-18,2024-04-18_36102-3,Jelenia Góra,36102 Sudety
TLK,2024-04-18,2024-04-18_36106-7,Jelenia Góra,36106 Szczeliniec
IC,2024-04-18,2024-04-18_3700-1,Poznań Główny,3700 Ślązak
IC,2024-04-18,2024-04-18_37000-1,Frankfurt (Oder),56 Wawel
IC,2024-04-18,2024-04-18_37002-3,Frankfurt (Oder),54 Odra
IC,2024-04-18,2024-04-18_37100-1,Poznań Główny,37100 Pułaski
IC,2024-04-18,2024-04-18_37102-3,Poznań Główny,37102 Wybicki
IC,2024-04-18,2024-04-18_37104-5,Zielona Góra Główna,37104 Mehoffer
IC,2024-04-18,2024-04-18_3720-1,Poznań Główny,3720 Cegielski
IC,2024-04-18,2024-04-18_3722-3,Poznań Główny,3722 Barbakan
EIP,2024-04-18,2024-04-18_3800-1,Kołobrzeg,3800
IC,2024-04-18,2024-04-18_3804-5,Szczecin Główny,3804 Matejko
IC,2024-04-18,2024-04-18_3806-7,Kołobrzeg,3806 Malczewski
IC,2024-04-18,2024-04-18_38100-1,Kołobrzeg,38100 Zamoyski
IC,2024-04-18,2024-04-18_38102-3,Świnoujście,38102 Chełmoński
IC,2024-04-18,2024-04-18_38106-7,Piła Główna,38106 Miechowita
TLK,2024-04-18,2024-04-18_38170-1,Kołobrzeg,38171 Ustronie
IC,2024-04-18,2024-04-18_38172-3,Świnoujście,38172 Przemyślanin
IC,2024-04-18,2024-04-18_3820-1,Szczecin Główny,3820 Osterwa
IC,2024-04-18,2024-04-18_40001,Bohumin,101 Moravia
IC,2024-04-18,2024-04-18_41000-1,Warszawa Gdańska,117 Silesia
IC,2024-04-18,2024-04-18_41002-3,Warszawa Wschodnia,104 Polonia
IC,2024-04-18,2024-04-18_41004-5,Warszawa Wschodnia,130 Batory
IC,2024-04-18,2024-04-18_41006-7,Warszawa Gdańska,113 Silesia
IC,2024-04-18,2024-04-18_41008-9,Warszawa Gdańska,111 Silesia
IC,2024-04-18,2024-04-18_41010-1,Warszawa Wschodnia,406 Chopin
EIC,2024-04-18,2024-04-18_4110-1,Warszawa Wschodnia,4110 Ondraszek
IC,2024-04-18,2024-04-18_4120-1,Warszawa Wschodnia,4120 Daszyński
IC,2024-04-18,2024-04-18_4122-3,Białystok,4122 Pilecki
IC,2024-04-18,2024-04-18_4124-5,Płock,4124 Chemik
TLK,2024-04-18,2024-04-18_42000-1,Lublin Główny,311 Roztocze
IC,2024-04-18,2024-04-18_42100-1,Lublin Główny,42100 Sztygar
IC,2024-04-18,2024-04-18_42102,Kielce Główne,42102 Morcinek
IC,2024-04-18,2024-04-18_43000-1,Przemyśl Główny,115 Cracovia
IC,2024-04-18,2024-04-18_43002-3,Przemyśl Główny,106 Porta Moravica
TLK,2024-04-18,2024-04-18_43004-5,Kraków Główny,213 Galicja
IC,2024-04-18,2024-04-18_43006-7,Kraków Główny,102 Danubius
IC,2024-04-18,2024-04-18_44000,Katowice,100 Moravia
EIP,2024-04-18,2024-04-18_4500-1,Gdynia Główna,4500
IC,2024-04-18,2024-04-18_45000-1,Gdynia Główna,108 Sobieski
EIP,2024-04-18,2024-04-18_4502-3,Gdynia Główna,4502
EIP,2024-04-18,2024-04-18_4504-5,Gdynia Główna,4504
EIP,2024-04-18,2024-04-18_4506-7,Gdynia Główna,4506
EIP,2024-04-18,2024-04-18_4508-9,Gdynia Główna,4508
TLK,2024-04-18,2024-04-18_45103-2,Gdynia Główna,45102 Flisak
IC,2024-04-18,2024-04-18_45150-1,Bydgoszcz Główna,45150 Halny
IC,2024-04-18,2024-04-18_4520-1,Gdynia Główna,4520 Hutnik
IC,2024-04-18,2024-04-18_4522-3,Olsztyn Główny,4522 Skarbek
IC,2024-04-18,2024-04-18_4524-5,Olsztyn Główny,4524 Kormoran
IC,2024-04-18,2024-04-18_4526-7,Gdynia Główna,4526 Doker
IC,2024-04-18,2024-04-18_46000-1,Wrocław Główny,202 Danubius
IC,2024-04-18,2024-04-18_47101,Poznań Główny,47100 Spodek
IC,2024-04-18,2024-04-18_48101-0,Słupsk,48100 Gwarek
IC,2024-04-18,2024-04-18_48102-3,Ustka,48102 Szyndzielnia
ZKA IC,2024-04-18,2024-04-18_50111-0,Giżycko,ZKA 608 Warmia
ZKA IC,2024-04-18,2024-04-18_50113-2,Giżycko,ZKA 606 Mamry
EIP,2024-04-18,2024-04-18_5100-1,Warszawa Centralna,5100
EIP,2024-04-18,2024-04-18_5102-3,Warszawa Centralna,5102
EIP,2024-04-18,2024-04-18_5104-5,Warszawa Centralna,5104
IC,2024-04-18,2024-04-18_5110-1,Warszawa Zachodnia,5110 Słowiniec
TLK,2024-04-18,2024-04-18_51102-3,Warszawa Wschodnia,51102 Biebrza
IC,2024-04-18,2024-04-18_5112-3,Warszawa Zachodnia,5112 Wybrzeże
IC,2024-04-18,2024-04-18_5122-3,Łódź Fabryczna,5122 Mazury
IC,2024-04-18,2024-04-18_5124-5,Warszawa Wschodnia,5124 Kopernik
IC,2024-04-18,2024-04-18_5126-7,Warszawa Centralna,5126 Moniuszko
IC,2024-04-18,2024-04-18_5130-1,Warszawa Zachodnia,5130 Brda
IC,2024-04-18,2024-04-18_5132-3,Łódź Fabryczna,5132 Kociewie
IC,2024-04-18,2024-04-18_52100-1,Chełm,52100 Kujawiak
IC,2024-04-18,2024-04-18_5220-1,Lublin Główny,5220 Rejewski
EIP,2024-04-18,2024-04-18_5300-1,Kraków Główny,5300
EIP,2024-04-18,2024-04-18_5302-3,Kraków Główny,5302
EIP,2024-04-18,2024-04-18_5304-5,Kraków Główny,5304
EIP,2024-04-18,2024-04-18_5306-7,Kraków Główny,5306
EIP,2024-04-18,2024-04-18_5308-9,Rzeszów Główny,5308
EIP,2024-04-18,2024-04-18_5310-1,Kraków Główny,5310
TLK,2024-04-18,2024-04-18_53102-3,Kraków Główny,53102 Lubomirski
TLK,2024-04-18,2024-04-18_53104-5,Zakopane,53104 Małopolska
IC,2024-04-18,2024-04-18_5312-3,Kraków Główny,5312 Piast
IC,2024-04-18,2024-04-18_5314-5,Przemyśl Główny,5314 Artus
TLK,2024-04-18,2024-04-18_53170-1,Zakopane,53170 Karpaty
TLK,2024-04-18,2024-04-18_53172-3,Kraków Główny,53173 Rozewie
IC,2024-04-18,2024-04-18_5320-1,Kraków Główny,5320 Żeromski
