service_id,exception_type,date
581,1,20240507
581,1,20240508
582,1,20240414
582,2,20240501
582,2,20240509
583,1,20240424
583,1,20240425
583,1,20240502
583,1,20240508
584,2,20240501
584,2,20240509
585,2,20240501
586,2,20240418
588,1,20240510
588,1,20240514
591,2,20240420
591,2,20240421
591,2,20240422
592,1,20240514
592,2,20240501
593,1,20240504
593,1,20240505
593,1,20240511
593,1,20240512
593,2,20240510
595,1,20240501
595,1,20240509
596,2,20240509
598,1,20240420
598,1,20240421
598,1,20240510
598,1,20240511
598,1,20240512
598,1,20240513
598,1,20240514
6,1,20240509
601,2,20240508
602,1,20240501
602,1,20240509
604,1,20240506
604,1,20240507
604,1,20240510
606,2,20240428
606,2,20240510
607,2,20240427
607,2,20240428
607,2,20240501
607,2,20240509
609,2,20240501
609,2,20240509
61,1,20240414
61,1,20240419
61,1,20240420
610,1,20240421
610,1,20240512
611,1,20240418
611,1,20240505
611,1,20240506
611,1,20240507
611,1,20240508
611,1,20240509
612,1,20240509
615,1,20240417
615,1,20240424
615,2,20240509
615,2,20240510
616,2,20240504
616,2,20240505
618,2,20240427
618,2,20240428
618,2,20240501
618,2,20240509
62,1,20240427
620,1,20240421
621,2,20240421
621,2,20240505
623,1,20240426
623,1,20240503
623,2,20240509
624,1,20240414
624,1,20240420
624,2,20240506
624,2,20240507
624,2,20240510
625,1,20240504
626,1,20240428
626,1,20240512
626,2,20240420
627,2,20240417
628,1,20240503
628,2,20240509
630,2,20240506
630,2,20240507
630,2,20240508
631,1,20240502
632,1,20240420
632,1,20240504
632,2,20240512
634,1,20240509
635,1,20240427
635,1,20240428
635,1,20240510
635,1,20240513
635,1,20240514
635,2,20240501
636,2,20240501
636,2,20240505
639,1,20240508
64,2,20240428
640,1,20240502
640,2,20240510
641,1,20240421
641,2,20240504
643,1,20240421
643,1,20240428
643,1,20240505
643,1,20240512
645,2,20240506
645,2,20240507
645,2,20240508
645,2,20240509
646,2,20240510
647,2,20240501
647,2,20240509
648,2,20240421
65,1,20240428
651,1,20240504
651,1,20240508
652,1,20240427
652,1,20240428
652,1,20240510
652,1,20240511
652,1,20240512
652,1,20240513
652,1,20240514
654,1,20240424
656,1,20240417
656,1,20240424
656,1,20240510
656,2,20240509
657,1,20240420
657,1,20240511
658,1,20240426
658,1,20240427
658,1,20240428
658,2,20240509
66,1,20240424
66,1,20240508
66,1,20240514
66,2,20240504
66,2,20240505
661,1,20240501
666,2,20240427
668,1,20240504
668,2,20240501
669,2,20240430
669,2,20240508
670,2,20240508
670,2,20240511
672,1,20240420
672,1,20240427
675,2,20240501
678,1,20240420
678,1,20240510
678,1,20240511
678,1,20240513
678,1,20240514
679,1,20240415
679,1,20240427
679,2,20240421
68,1,20240430
68,1,20240508
680,2,20240420
681,1,20240417
681,1,20240429
681,1,20240430
682,1,20240514
683,1,20240501
683,1,20240509
685,2,20240501
685,2,20240509
686,1,20240426
686,1,20240510
686,1,20240514
686,2,20240504
686,2,20240505
686,2,20240506
686,2,20240507
686,2,20240508
686,2,20240509
69,1,20240513
69,1,20240514
692,1,20240421
692,1,20240430
692,1,20240502
694,2,20240510
695,2,20240501
695,2,20240509
696,2,20240501
696,2,20240506
696,2,20240507
696,2,20240509
698,1,20240427
70,1,20240427
70,1,20240504
70,2,20240421
70,2,20240506
70,2,20240507
70,2,20240508
70,2,20240510
700,2,20240501
700,2,20240509
700,2,20240510
700,2,20240511
700,2,20240512
700,2,20240513
701,2,20240510
701,2,20240513
702,1,20240501
706,1,20240417
706,1,20240424
706,1,20240510
706,2,20240509
708,1,20240510
708,1,20240514
708,2,20240501
709,1,20240414
709,1,20240514
710,1,20240418
710,1,20240419
710,1,20240420
710,1,20240509
710,1,20240510
710,1,20240511
710,2,20240428
710,2,20240429
710,2,20240430
710,2,20240501
711,1,20240508
711,2,20240510
713,2,20240428
714,2,20240427
717,1,20240508
718,1,20240429
718,1,20240430
719,2,20240504
719,2,20240505
719,2,20240506
72,1,20240418
72,1,20240505
72,1,20240506
72,1,20240507
72,1,20240509
721,2,20240427
721,2,20240428
722,2,20240501
722,2,20240509
724,2,20240503
729,1,20240427
729,2,20240421
732,1,20240508
733,2,20240416
733,2,20240501
733,2,20240509
734,2,20240423
735,1,20240506
736,1,20240501
736,2,20240504
736,2,20240505
738,1,20240424
738,2,20240429
738,2,20240430
738,2,20240509
74,1,20240510
74,2,20240508
740,1,20240418
740,1,20240419
740,1,20240420
740,1,20240421
740,1,20240429
740,1,20240430
740,1,20240502
740,1,20240508
741,1,20240511
741,1,20240513
741,1,20240514
742,1,20240513
743,1,20240418
743,1,20240423
743,1,20240424
743,1,20240502
743,1,20240508
743,1,20240514
743,2,20240415
743,2,20240426
743,2,20240504
743,2,20240505
743,2,20240506
744,2,20240501
745,1,20240511
745,1,20240512
753,1,20240502
753,1,20240503
753,1,20240508
753,2,20240513
754,1,20240417
754,1,20240424
754,1,20240510
754,2,20240509
756,1,20240510
756,1,20240512
756,1,20240513
756,1,20240514
757,1,20240424
758,1,20240414
758,1,20240421
758,2,20240427
759,1,20240414
759,1,20240424
76,2,20240509
760,1,20240414
760,1,20240420
760,1,20240504
760,1,20240505
764,2,20240423
764,2,20240424
764,2,20240503
765,1,20240502
765,1,20240514
766,1,20240427
767,1,20240420
767,1,20240422
767,1,20240513
767,1,20240514
767,2,20240425
77,1,20240506
770,1,20240414
770,1,20240427
770,1,20240428
770,2,20240509
770,2,20240510
771,1,20240418
771,1,20240419
772,1,20240512
773,1,20240419
773,1,20240420
773,1,20240424
773,1,20240426
773,1,20240427
773,2,20240430
773,2,20240509
774,1,20240426
774,1,20240427
774,1,20240514
774,2,20240421
778,1,20240502
778,1,20240503
778,1,20240504
778,1,20240514
779,2,20240501
78,1,20240504
78,1,20240505
780,2,20240427
780,2,20240428
780,2,20240512
781,2,20240427
782,1,20240502
782,1,20240508
783,1,20240414
783,1,20240502
783,1,20240503
783,1,20240504
784,2,20240422
784,2,20240423
784,2,20240424
784,2,20240509
786,1,20240510
786,1,20240511
786,1,20240512
786,1,20240513
786,1,20240514
787,2,20240509
788,1,20240501
789,1,20240502
790,1,20240511
790,1,20240512
790,1,20240513
790,1,20240514
790,2,20240417
790,2,20240422
791,1,20240420
791,1,20240504
791,2,20240501
791,2,20240509
791,2,20240510
792,1,20240510
792,1,20240513
792,1,20240514
793,2,20240421
794,1,20240425
794,1,20240426
795,1,20240502
795,1,20240508
797,2,20240501
797,2,20240509
797,2,20240513
798,1,20240420
798,2,20240428
799,1,20240424
8,1,20240426
8,1,20240513
8,1,20240514
800,2,20240418
800,2,20240423
802,2,20240428
803,1,20240510
804,1,20240414
804,1,20240420
804,1,20240421
811,2,20240501
811,2,20240505
811,2,20240509
812,2,20240421
814,1,20240505
814,2,20240509
815,1,20240510
815,1,20240511
815,1,20240512
815,1,20240513
815,1,20240514
816,2,20240420
817,1,20240414
818,1,20240417
818,1,20240426
818,1,20240427
818,1,20240428
818,1,20240429
818,1,20240430
819,2,20240426
819,2,20240427
819,2,20240428
82,2,20240510
820,2,20240427
820,2,20240501
820,2,20240509
822,1,20240503
822,1,20240504
822,1,20240508
822,1,20240509
823,1,20240417
823,1,20240424
823,2,20240506
823,2,20240507
823,2,20240509
824,2,20240501
825,1,20240508
825,2,20240510
827,1,20240414
827,1,20240512
827,1,20240513
828,1,20240419
828,1,20240420
828,1,20240421
828,1,20240428
828,1,20240505
828,1,20240509
830,1,20240418
830,1,20240419
830,1,20240429
830,1,20240430
830,1,20240502
830,2,20240507
832,1,20240428
832,2,20240503
833,2,20240422
833,2,20240423
834,2,20240430
835,2,20240510
835,2,20240511
835,2,20240512
836,2,20240420
836,2,20240501
836,2,20240509
838,1,20240510
838,2,20240501
838,2,20240509
84,1,20240424
84,2,20240506
84,2,20240507
842,2,20240501
846,1,20240512
847,1,20240427
847,1,20240511
847,2,20240505
848,1,20240508
850,1,20240514
851,2,20240501
851,2,20240509
851,2,20240510
852,1,20240509
853,1,20240427
853,1,20240501
853,1,20240507
853,2,20240422
853,2,20240425
855,1,20240430
855,1,20240511
855,1,20240512
856,2,20240427
856,2,20240428
857,1,20240415
857,1,20240422
859,1,20240503
859,1,20240507
859,1,20240508
859,1,20240509
860,1,20240421
861,1,20240424
861,1,20240509
861,2,20240425
861,2,20240426
866,1,20240503
87,1,20240414
870,1,20240415
870,1,20240427
870,1,20240514
870,2,20240421
870,2,20240424
870,2,20240425
870,2,20240430
872,2,20240430
872,2,20240508
872,2,20240509
874,1,20240419
874,1,20240420
874,1,20240510
874,1,20240511
874,1,20240512
874,1,20240513
874,1,20240514
875,1,20240512
875,2,20240503
876,2,20240509
878,2,20240418
881,1,20240414
881,1,20240421
883,1,20240418
883,1,20240419
883,1,20240429
883,1,20240430
883,1,20240502
883,1,20240508
884,1,20240509
884,2,20240427
887,1,20240512
887,1,20240513
887,1,20240514
888,1,20240429
888,1,20240502
888,1,20240510
888,1,20240511
888,1,20240513
888,1,20240514
891,1,20240417
891,1,20240424
891,2,20240503
891,2,20240504
891,2,20240505
891,2,20240506
891,2,20240507
891,2,20240509
892,1,20240510
892,1,20240513
892,1,20240514
892,2,20240501
893,1,20240425
894,2,20240420
894,2,20240421
894,2,20240505
895,1,20240426
895,1,20240507
896,1,20240514
896,2,20240512
897,2,20240511
897,2,20240512
899,2,20240501
899,2,20240509
899,2,20240510
9,2,20240429
900,1,20240502
904,1,20240510
904,1,20240511
904,1,20240512
904,1,20240513
904,1,20240514
904,2,20240428
904,2,20240501
905,2,20240428
905,2,20240510
906,1,20240418
906,1,20240502
906,1,20240508
906,2,20240422
906,2,20240423
906,2,20240426
907,2,20240505
909,2,20240501
91,1,20240510
91,1,20240513
91,1,20240514
91,2,20240501
911,2,20240427
911,2,20240428
912,1,20240429
913,1,20240414
913,1,20240424
914,1,20240419
914,1,20240430
915,2,20240420
920,1,20240509
920,1,20240510
921,1,20240428
923,1,20240509
925,1,20240418
925,1,20240425
925,1,20240511
925,2,20240429
925,2,20240430
925,2,20240501
925,2,20240506
926,1,20240423
926,1,20240508
926,1,20240510
926,2,20240427
927,1,20240424
927,1,20240514
929,1,20240510
929,1,20240511
929,1,20240512
929,1,20240513
929,1,20240514
929,2,20240501
931,2,20240501
931,2,20240504
931,2,20240505
931,2,20240509
933,1,20240427
936,1,20240512
937,1,20240425
937,1,20240502
937,2,20240501
938,1,20240420
938,1,20240427
938,2,20240505
938,2,20240509
938,2,20240512
938,2,20240513
940,1,20240423
941,1,20240509
944,2,20240422
944,2,20240423
945,1,20240428
945,2,20240420
948,1,20240420
948,1,20240510
949,2,20240419
949,2,20240420
949,2,20240421
949,2,20240422
95,2,20240427
95,2,20240428
951,2,20240501
952,2,20240506
952,2,20240507
952,2,20240508
954,1,20240422
956,1,20240426
956,1,20240427
956,1,20240428
956,1,20240503
956,1,20240504
956,1,20240505
958,2,20240420
961,1,20240501
961,1,20240509
97,1,20240501
97,1,20240502
97,1,20240506
97,1,20240514
98,2,20240428
99,2,20240501
99,2,20240509
